Epoch	Loss_Value	Smoothed_Trend
5544	1.9324088417e-03	1.9324097509e-03
5545	1.9321073741e-03	1.9321079639e-03
5546	1.9318061917e-03	1.9318064261e-03
5547	1.9315052471e-03	1.9315051408e-03
5548	1.9312045024e-03	1.9312041113e-03
5549	1.9309039367e-03	1.9309033405e-03
5550	1.9306035395e-03	1.9306028312e-03
5551	1.9303033131e-03	1.9303025847e-03
5552	1.9300032744e-03	1.9300026004e-03
5553	1.9297034466e-03	1.9297028750e-03
5554	1.9294038515e-03	1.9294034043e-03
5555	1.9291045037e-03	1.9291041843e-03
5556	1.9288054095e-03	1.9288052125e-03
5557	1.9285065689e-03	1.9285064881e-03
5558	1.9282079799e-03	1.9282080121e-03
5559	1.9279096440e-03	1.9279097868e-03
5560	1.9276115668e-03	1.9276118142e-03
5561	1.9273137572e-03	1.9273140952e-03
5562	1.9270162250e-03	1.9270166284e-03
5563	1.9267189787e-03	1.9267194111e-03
5564	1.9264220209e-03	1.9264224398e-03
5565	1.9261253473e-03	1.9261257122e-03
5566	1.9258289472e-03	1.9258292271e-03
5567	1.9255328067e-03	1.9255329857e-03
5568	1.9252369091e-03	1.9252369903e-03
5569	1.9249412387e-03	1.9249412441e-03
5570	1.9246457842e-03	1.9246457500e-03
5571	1.9243505413e-03	1.9243505100e-03
5572	1.9240555124e-03	1.9240555245e-03
5573	1.9237607058e-03	1.9237607922e-03
5574	1.9234661328e-03	1.9234663105e-03
5575	1.9231718057e-03	1.9231720762e-03
5576	1.9228777431e-03	1.9228780859e-03
5577	1.9225839603e-03	1.9225843364e-03
5578	1.9222904626e-03	1.9222908254e-03
5579	1.9219972471e-03	1.9219975508e-03
5580	1.9217043054e-03	1.9217045115e-03
5581	1.9214116277e-03	1.9214117061e-03
5582	1.9211192038e-03	1.9211191334e-03
5583	1.9208270139e-03	1.9208267921e-03
5584	1.9205350231e-03	1.9205346808e-03
5585	1.9202432172e-03	1.9202427982e-03
5586	1.9199515997e-03	1.9199511435e-03
5587	1.9196601856e-03	1.9196597161e-03
5588	1.9193689930e-03	1.9193685158e-03
5589	1.9190780321e-03	1.9190775426e-03
5590	1.9187872912e-03	1.9187867967e-03
5591	1.9184967562e-03	1.9184962780e-03
5592	1.9182064137e-03	1.9182059861e-03
5593	1.9179162571e-03	1.9179159206e-03
5594	1.9176262896e-03	1.9176260805e-03
5595	1.9173365250e-03	1.9173364650e-03
5596	1.9170469829e-03	1.9170470731e-03
5597	1.9167576850e-03	1.9167579040e-03
5598	1.9164686496e-03	1.9164689570e-03
5599	1.9161798881e-03	1.9161802317e-03
5600	1.9158914005e-03	1.9158917281e-03
5601	1.9156031730e-03	1.9156034464e-03
5602	1.9153151888e-03	1.9153153870e-03
5603	1.9150274319e-03	1.9150275511e-03
5604	1.9147398909e-03	1.9147399401e-03
5605	1.9144525617e-03	1.9144525555e-03
5606	1.9141654491e-03	1.9141653989e-03
5607	1.9138785590e-03	1.9138784719e-03
5608	1.9135918940e-03	1.9135917763e-03
5609	1.9133054530e-03	1.9133053138e-03
5610	1.9130192317e-03	1.9130190852e-03
5611	1.9127332250e-03	1.9127330904e-03
5612	1.9124474303e-03	1.9124473292e-03
5613	1.9121618493e-03	1.9121618008e-03
5614	1.9118764867e-03	1.9118765045e-03
5615	1.9115913519e-03	1.9115914392e-03
5616	1.9113064567e-03	1.9113066033e-03
5617	1.9110218114e-03	1.9110219948e-03
5618	1.9107374226e-03	1.9107376119e-03
5619	1.9104532905e-03	1.9104534530e-03
5620	1.9101694099e-03	1.9101695171e-03
5621	1.9098857710e-03	1.9098858039e-03
5622	1.9096023629e-03	1.9096023142e-03
5623	1.9093191756e-03	1.9093190491e-03
5624	1.9090362023e-03	1.9090360107e-03
5625	1.9087534411e-03	1.9087532014e-03
5626	1.9084708946e-03	1.9084706239e-03
5627	1.9081885685e-03	1.9081882804e-03
5628	1.9079064690e-03	1.9079061725e-03
5629	1.9076245991e-03	1.9076243013e-03
5630	1.9073429636e-03	1.9073426677e-03
5631	1.9070615660e-03	1.9070612723e-03
5632	1.9067804028e-03	1.9067801156e-03
5633	1.9064994651e-03	1.9064991986e-03
5634	1.9062187416e-03	1.9062185216e-03
5635	1.9059382237e-03	1.9059380854e-03
5636	1.9056579099e-03	1.9056578900e-03
5637	1.9053778086e-03	1.9053779355e-03
5638	1.9050979371e-03	1.9050982219e-03
5639	1.9048183185e-03	1.9048187493e-03
5640	1.9045389768e-03	1.9045395180e-03
5641	1.9042599320e-03	1.9042605287e-03
5642	1.9039811929e-03	1.9039817824e-03
5643	1.9037027523e-03	1.9037032805e-03
5644	1.9034245940e-03	1.9034250246e-03
5645	1.9031466990e-03	1.9031470161e-03
5646	1.9028690507e-03	1.9028692564e-03
5647	1.9025916389e-03	1.9025917463e-03
5648	1.9023144597e-03	1.9023144864e-03
5649	1.9020375065e-03	1.9020374766e-03
5650	1.9017607791e-03	1.9017607167e-03
5651	1.9014842814e-03	1.9014842060e-03
5652	1.9012080186e-03	1.9012079439e-03
5653	1.9009319947e-03	1.9009319297e-03
5654	1.9006562119e-03	1.9006561627e-03
5655	1.9003806701e-03	1.9003806421e-03
5656	1.9001053685e-03	1.9001053673e-03
5657	1.8998303072e-03	1.8998303375e-03
5658	1.8995554876e-03	1.8995555517e-03
5659	1.8992809130e-03	1.8992810087e-03
5660	1.8990065874e-03	1.8990067068e-03
5661	1.8987325146e-03	1.8987326437e-03
5662	1.8984586959e-03	1.8984588171e-03
5663	1.8981851281e-03	1.8981852242e-03
5664	1.8979118040e-03	1.8979118628e-03
5665	1.8976387154e-03	1.8976387312e-03
5666	1.8973658551e-03	1.8973658285e-03
5667	1.8970932180e-03	1.8970931547e-03
5668	1.8968208014e-03	1.8968207103e-03
5669	1.8965486047e-03	1.8965484959e-03
5670	1.8962766291e-03	1.8962765120e-03
5671	1.8960048763e-03	1.8960047585e-03
5672	1.8957333479e-03	1.8957332350e-03
5673	1.8954620453e-03	1.8954619406e-03
5674	1.8951909692e-03	1.8951908743e-03
5675	1.8949201196e-03	1.8949200350e-03
5676	1.8946494953e-03	1.8946494216e-03
5677	1.8943790953e-03	1.8943790333e-03
5678	1.8941089186e-03	1.8941088692e-03
5679	1.8938389649e-03	1.8938389288e-03
5680	1.8935692347e-03	1.8935692114e-03
5681	1.8932997284e-03	1.8932997162e-03
5682	1.8930304468e-03	1.8930304426e-03
5683	1.8927613897e-03	1.8927613897e-03
5684	1.8924925562e-03	1.8924925568e-03
5685	1.8922239445e-03	1.8922239435e-03
5686	1.8919555524e-03	1.8919555494e-03
5687	1.8916873781e-03	1.8916873746e-03
5688	1.8914194243e-03	1.8914194193e-03
5689	1.8911516922e-03	1.8911516838e-03
5690	1.8908841815e-03	1.8908841685e-03
5691	1.8906168909e-03	1.8906168732e-03
5692	1.8903498186e-03	1.8903497979e-03
5693	1.8900829627e-03	1.8900829424e-03
5694	1.8898163225e-03	1.8898163060e-03
5695	1.8895498986e-03	1.8895498885e-03
5696	1.8892836925e-03	1.8892836894e-03
5697	1.8890177075e-03	1.8890177085e-03
5698	1.8887519464e-03	1.8887519455e-03
5699	1.8884864095e-03	1.8884864003e-03
5700	1.8882210936e-03	1.8882210728e-03
5701	1.8879559947e-03	1.8879559625e-03
5702	1.8876911093e-03	1.8876910692e-03
5703	1.8874264351e-03	1.8874263926e-03
5704	1.8871619716e-03	1.8871619329e-03
5705	1.8868977202e-03	1.8868976909e-03
5706	1.8866336832e-03	1.8866336670e-03
5707	1.8863698631e-03	1.8863698619e-03
5708	1.8861062618e-03	1.8861062754e-03
5709	1.8858428803e-03	1.8858429068e-03
5710	1.8855797181e-03	1.8855797543e-03
5711	1.8853167742e-03	1.8853168158e-03
5712	1.8850540471e-03	1.8850540891e-03
5713	1.8847915355e-03	1.8847915724e-03
5714	1.8845292387e-03	1.8845292646e-03
5715	1.8842671567e-03	1.8842671656e-03
5716	1.8840052896e-03	1.8840052759e-03
5717	1.8837436374e-03	1.8837435968e-03
5718	1.8834822015e-03	1.8834821297e-03
5719	1.8832209832e-03	1.8832208758e-03
5720	1.8829599824e-03	1.8829598365e-03
5721	1.8826991973e-03	1.8826990128e-03
5722	1.8824386261e-03	1.8824384059e-03
5723	1.8821782672e-03	1.8821780168e-03
5724	1.8819181205e-03	1.8819178470e-03
5725	1.8816581873e-03	1.8816578993e-03
5726	1.8813984758e-03	1.8813981772e-03
5727	1.8811389875e-03	1.8811386834e-03
5728	1.8808797148e-03	1.8808794188e-03
5729	1.8806206435e-03	1.8806203826e-03
5730	1.8803617579e-03	1.8803615725e-03
5731	1.8801030484e-03	1.8801029857e-03
5732	1.8798445169e-03	1.8798446200e-03
5733	1.8795861789e-03	1.8795864745e-03
5734	1.8793280607e-03	1.8793285492e-03
5735	1.8790701928e-03	1.8790708453e-03
5736	1.8788126025e-03	1.8788133638e-03
5737	1.8785553065e-03	1.8785561056e-03
5738	1.8782983041e-03	1.8782990711e-03
5739	1.8780415837e-03	1.8780422597e-03
5740	1.8777851267e-03	1.8777856706e-03
5741	1.8775289133e-03	1.8775293025e-03
5742	1.8772729271e-03	1.8772731545e-03
5743	1.8770171584e-03	1.8770172263e-03
5744	1.8767616036e-03	1.8767615186e-03
5745	1.8765062637e-03	1.8765060334e-03
5746	1.8762511411e-03	1.8762507730e-03
5747	1.8759962375e-03	1.8759957396e-03
5748	1.8757415521e-03	1.8757409346e-03
5749	1.8754870812e-03	1.8754863577e-03
5750	1.8752327634e-03	1.8752320075e-03
5751	1.8749785645e-03	1.8749778808e-03
5752	1.8747244857e-03	1.8747239747e-03
5753	1.8744705652e-03	1.8744702861e-03
5754	1.8742168592e-03	1.8742168125e-03
5755	1.8739634171e-03	1.8739635521e-03
5756	1.8737102665e-03	1.8737105034e-03
5757	1.8734574062e-03	1.8734576649e-03
5758	1.8732048109e-03	1.8732050356e-03
5759	1.8729524441e-03	1.8729526147e-03
5760	1.8727002789e-03	1.8727004020e-03
5761	1.8724483025e-03	1.8724483982e-03
5762	1.8721965202e-03	1.8721966053e-03
5763	1.8719449472e-03	1.8719450261e-03
5764	1.8716936058e-03	1.8716936645e-03
5765	1.8714425166e-03	1.8714425244e-03
5766	1.8711916912e-03	1.8711916093e-03
5767	1.8709411345e-03	1.8709409223e-03
5768	1.8706908281e-03	1.8706904655e-03
5769	1.8704407367e-03	1.8704402403e-03
5770	1.8701908196e-03	1.8701902476e-03
5771	1.8699410445e-03	1.8699404881e-03
5772	1.8696913993e-03	1.8696909621e-03
5773	1.8694418962e-03	1.8694416700e-03
5774	1.8691925689e-03	1.8691926122e-03
5775	1.8689434673e-03	1.8689437894e-03
5776	1.8686946384e-03	1.8686952007e-03
5777	1.8684461144e-03	1.8684468440e-03
5778	1.8681979078e-03	1.8681987170e-03
5779	1.8679500116e-03	1.8679508177e-03
5780	1.8677024065e-03	1.8677031459e-03
5781	1.8674550685e-03	1.8674557022e-03
5782	1.8672079771e-03	1.8672084881e-03
5783	1.8669611199e-03	1.8669615055e-03
5784	1.8667144931e-03	1.8667147554e-03
5785	1.8664680992e-03	1.8664682387e-03
5786	1.8662219388e-03	1.8662219550e-03
5787	1.8659760075e-03	1.8659759039e-03
5788	1.8657302949e-03	1.8657300843e-03
5789	1.8654847867e-03	1.8654844953e-03
5790	1.8652394699e-03	1.8652391355e-03
5791	1.8649943373e-03	1.8649940037e-03
5792	1.8647493910e-03	1.8647490988e-03
5793	1.8645046413e-03	1.8645044199e-03
5794	1.8642600997e-03	1.8642599659e-03
5795	1.8640157762e-03	1.8640157355e-03
5796	1.8637716825e-03	1.8637717266e-03
5797	1.8635278298e-03	1.8635279364e-03
5798	1.8632842266e-03	1.8632843614e-03
5799	1.8630408729e-03	1.8630409984e-03
5800	1.8627977601e-03	1.8627978445e-03
5801	1.8625548756e-03	1.8625548979e-03
5802	1.8623122064e-03	1.8623121582e-03
5803	1.8620697419e-03	1.8620696259e-03
5804	1.8618274763e-03	1.8618273025e-03
5805	1.8615854082e-03	1.8615851896e-03
5806	1.8613435401e-03	1.8613432888e-03
5807	1.8611018787e-03	1.8611016011e-03
5808	1.8608604282e-03	1.8608601270e-03
5809	1.8606191843e-03	1.8606188666e-03
5810	1.8603781353e-03	1.8603778199e-03
5811	1.8601372687e-03	1.8601369868e-03
5812	1.8598965758e-03	1.8598963673e-03
5813	1.8596560568e-03	1.8596559616e-03
5814	1.8594157228e-03	1.8594157698e-03
5815	1.8591755940e-03	1.8591757918e-03
5816	1.8589356945e-03	1.8589360269e-03
5817	1.8586960462e-03	1.8586964742e-03
5818	1.8584566622e-03	1.8584571325e-03
5819	1.8582175424e-03	1.8582180008e-03
5820	1.8579786760e-03	1.8579790782e-03
5821	1.8577400463e-03	1.8577403642e-03
5822	1.8575016352e-03	1.8575018584e-03
5823	1.8572634283e-03	1.8572635612e-03
5824	1.8570254166e-03	1.8570254730e-03
5825	1.8567875973e-03	1.8567875947e-03
5826	1.8565499718e-03	1.8565499267e-03
5827	1.8563125426e-03	1.8563124689e-03
5828	1.8560753117e-03	1.8560752211e-03
5829	1.8558382790e-03	1.8558381823e-03
5830	1.8556014429e-03	1.8556013513e-03
5831	1.8553648018e-03	1.8553647269e-03
5832	1.8551283555e-03	1.8551283078e-03
5833	1.8548921061e-03	1.8548920927e-03
5834	1.8546560583e-03	1.8546560810e-03
5835	1.8544202176e-03	1.8544202715e-03
5836	1.8541845885e-03	1.8541846630e-03
5837	1.8539491729e-03	1.8539492537e-03
5838	1.8537139667e-03	1.8537140411e-03
5839	1.8534789633e-03	1.8534790227e-03
5840	1.8532441567e-03	1.8532441960e-03
5841	1.8530095424e-03	1.8530095591e-03
5842	1.8527751180e-03	1.8527751107e-03
5843	1.8525408827e-03	1.8525408503e-03
5844	1.8523068359e-03	1.8523067779e-03
5845	1.8520729763e-03	1.8520728935e-03
5846	1.8518393016e-03	1.8518391976e-03
5847	1.8516058084e-03	1.8516056898e-03
5848	1.8513724935e-03	1.8513723699e-03
5849	1.8511393544e-03	1.8511392371e-03
5850	1.8509063905e-03	1.8509062903e-03
5851	1.8506736030e-03	1.8506735285e-03
5852	1.8504409953e-03	1.8504409499e-03
5853	1.8502085711e-03	1.8502085533e-03
5854	1.8499763329e-03	1.8499763378e-03
5855	1.8497442820e-03	1.8497443031e-03
5856	1.8495124201e-03	1.8495124493e-03
5857	1.8492807471e-03	1.8492807764e-03
5858	1.8490492601e-03	1.8490492840e-03
5859	1.8488179554e-03	1.8488179705e-03
5860	1.8485868291e-03	1.8485868338e-03
5861	1.8483558783e-03	1.8483558709e-03
5862	1.8481251018e-03	1.8481250788e-03
5863	1.8478944996e-03	1.8478944552e-03
5864	1.8476640717e-03	1.8476639990e-03
5865	1.8474338154e-03	1.8474337101e-03
5866	1.8472037269e-03	1.8472035898e-03
5867	1.8469738059e-03	1.8469736400e-03
5868	1.8467440538e-03	1.8467438628e-03
5869	1.8465144732e-03	1.8465142602e-03
5870	1.8462850666e-03	1.8462848337e-03
5871	1.8460558352e-03	1.8460555846e-03
5872	1.8458267791e-03	1.8458265137e-03
5873	1.8455978966e-03	1.8455976217e-03
5874	1.8453691858e-03	1.8453689094e-03
5875	1.8451406451e-03	1.8451403776e-03
5876	1.8449122820e-03	1.8449120269e-03
5877	1.8446841076e-03	1.8446838577e-03
5878	1.8444561206e-03	1.8444558706e-03
5879	1.8442283072e-03	1.8442280658e-03
5880	1.8440006463e-03	1.8440004435e-03
5881	1.8437731192e-03	1.8437730039e-03
5882	1.8435457196e-03	1.8435457470e-03
5883	1.8433184580e-03	1.8433186734e-03
5884	1.8430913616e-03	1.8430917839e-03
5885	1.8428644726e-03	1.8428650807e-03
5886	1.8426378341e-03	1.8426385676e-03
5887	1.8424114730e-03	1.8424122486e-03
5888	1.8421853928e-03	1.8421861267e-03
5889	1.8419595745e-03	1.8419602034e-03
5890	1.8417339854e-03	1.8417344782e-03
5891	1.8415085901e-03	1.8415089490e-03
5892	1.8412833614e-03	1.8412836128e-03
5893	1.8410582854e-03	1.8410584666e-03
5894	1.8408333620e-03	1.8408335074e-03
5895	1.8406085998e-03	1.8406087331e-03
5896	1.8403840096e-03	1.8403841413e-03
5897	1.8401595992e-03	1.8401597296e-03
5898	1.8399353692e-03	1.8399354953e-03
5899	1.8397113146e-03	1.8397114357e-03
5900	1.8394874312e-03	1.8394875484e-03
5901	1.8392637186e-03	1.8392638316e-03
5902	1.8390401800e-03	1.8390402845e-03
5903	1.8388168194e-03	1.8388169071e-03
5904	1.8385936449e-03	1.8385937001e-03
5905	1.8383706653e-03	1.8383706632e-03
5906	1.8381478901e-03	1.8381477950e-03
5907	1.8379253241e-03	1.8379250926e-03
5908	1.8377029630e-03	1.8377025519e-03
5909	1.8374807943e-03	1.8374801683e-03
5910	1.8372587681e-03	1.8372579376e-03
5911	1.8370368121e-03	1.8370358570e-03
5912	1.8368148891e-03	1.8368139257e-03
5913	1.8365930002e-03	1.8365921446e-03
5914	1.8363711778e-03	1.8363705156e-03
5915	1.8361494698e-03	1.8361490405e-03
5916	1.8359279222e-03	1.8359277209e-03
5917	1.8357065631e-03	1.8357065574e-03
5918	1.8354853991e-03	1.8354855517e-03
5919	1.8352644239e-03	1.8352647061e-03
5920	1.8350436286e-03	1.8350440226e-03
5921	1.8348230102e-03	1.8348235026e-03
5922	1.8346025817e-03	1.8346031462e-03
5923	1.8343823561e-03	1.8343829525e-03
5924	1.8341623397e-03	1.8341629194e-03
5925	1.8339425262e-03	1.8339430441e-03
5926	1.8337228968e-03	1.8337233232e-03
5927	1.8335034241e-03	1.8335037538e-03
5928	1.8332840811e-03	1.8332843333e-03
5929	1.8330648495e-03	1.8330650598e-03
5930	1.8328457263e-03	1.8328459318e-03
5931	1.8326267209e-03	1.8326269487e-03
5932	1.8324078513e-03	1.8324081104e-03
5933	1.8321891386e-03	1.8321894178e-03
5934	1.8319706033e-03	1.8319708727e-03
5935	1.8317522557e-03	1.8317524772e-03
5936	1.8315340961e-03	1.8315342327e-03
5937	1.8313161167e-03	1.8313161383e-03
5938	1.8310983070e-03	1.8310981912e-03
5939	1.8308806573e-03	1.8308803873e-03
5940	1.8306631629e-03	1.8306627226e-03
5941	1.8304458234e-03	1.8304451931e-03
5942	1.8302286413e-03	1.8302277963e-03
5943	1.8300115487e-03	1.8300105305e-03
5944	1.8297944949e-03	1.8297933945e-03
5945	1.8295774593e-03	1.8295763881e-03
5946	1.8293604507e-03	1.8293595110e-03
5947	1.8291434988e-03	1.8291427637e-03
5948	1.8289266427e-03	1.8289261476e-03
5949	1.8287099197e-03	1.8287096647e-03
5950	1.8284933581e-03	1.8284933177e-03
5951	1.8282769748e-03	1.8282771094e-03
5952	1.8280607748e-03	1.8280610421e-03
5953	1.8278447549e-03	1.8278451179e-03
5954	1.8276289122e-03	1.8276293375e-03
5955	1.8274132479e-03	1.8274137012e-03
5956	1.8271977643e-03	1.8271982088e-03
5957	1.8269824616e-03	1.8269828605e-03
5958	1.8267673328e-03	1.8267676569e-03
5959	1.8265523625e-03	1.8265525993e-03
5960	1.8263375306e-03	1.8263376893e-03
5961	1.8261228197e-03	1.8261229285e-03
5962	1.8259082204e-03	1.8259083186e-03
5963	1.8256937373e-03	1.8256938608e-03
5964	1.8254793843e-03	1.8254795564e-03
5965	1.8252651813e-03	1.8252654068e-03
5966	1.8250511486e-03	1.8250514139e-03
5967	1.8248373015e-03	1.8248375800e-03
5968	1.8246236469e-03	1.8246239080e-03
5969	1.8244101826e-03	1.8244103991e-03
5970	1.8241969000e-03	1.8241970522e-03
5971	1.8239837867e-03	1.8239838649e-03
5972	1.8237708310e-03	1.8237708343e-03
5973	1.8235580239e-03	1.8235579576e-03
5974	1.8233453602e-03	1.8233452328e-03
5975	1.8231328376e-03	1.8231326590e-03
5976	1.8229204554e-03	1.8229202361e-03
5977	1.8227082131e-03	1.8227079645e-03
5978	1.8224961099e-03	1.8224958445e-03
5979	1.8222841471e-03	1.8222838762e-03
5980	1.8220723275e-03	1.8220720595e-03
5981	1.8218606503e-03	1.8218603947e-03
5982	1.8216491091e-03	1.8216488826e-03
5983	1.8214376973e-03	1.8214375244e-03
5984	1.8212264132e-03	1.8212263220e-03
5985	1.8210152647e-03	1.8210152769e-03
5986	1.8208042682e-03	1.8208043898e-03
5987	1.8205934397e-03	1.8205936605e-03
5988	1.8203827924e-03	1.8203830877e-03
5989	1.8201723333e-03	1.8201726695e-03
5990	1.8199620599e-03	1.8199624041e-03
5991	1.8197519624e-03	1.8197522896e-03
5992	1.8195420280e-03	1.8195423253e-03
5993	1.8193322456e-03	1.8193325107e-03
5994	1.8191226088e-03	1.8191228463e-03
5995	1.8189131179e-03	1.8189133326e-03
5996	1.8187037767e-03	1.8187039699e-03
5997	1.8184945891e-03	1.8184947583e-03
5998	1.8182855562e-03	1.8182856975e-03
5999	1.8180766756e-03	1.8180767869e-03
6000	1.8178679372e-03	1.8178680256e-03
6001	1.8176593354e-03	1.8176594126e-03
6002	1.8174508721e-03	1.8174509470e-03
6003	1.8172425559e-03	1.8172426279e-03
6004	1.8170343974e-03	1.8170344542e-03
6005	1.8168264034e-03	1.8168264244e-03
6006	1.8166185728e-03	1.8166185374e-03
6007	1.8164108950e-03	1.8164107913e-03
6008	1.8162033533e-03	1.8162031841e-03
6009	1.8159959297e-03	1.8159957135e-03
6010	1.8157886111e-03	1.8157883769e-03
6011	1.8155813927e-03	1.8155811718e-03
6012	1.8153742787e-03	1.8153740964e-03
6013	1.8151672799e-03	1.8151671494e-03
6014	1.8149604088e-03	1.8149603299e-03
6015	1.8147536751e-03	1.8147536377e-03
6016	1.8145470831e-03	1.8145470724e-03
6017	1.8143406311e-03	1.8143406335e-03
6018	1.8141343135e-03	1.8141343204e-03
6019	1.8139281236e-03	1.8139281321e-03
6020	1.8137220567e-03	1.8137220679e-03
6021	1.8135161109e-03	1.8135161267e-03
6022	1.8133102873e-03	1.8133103077e-03
6023	1.8131045879e-03	1.8131046102e-03
6024	1.8128990137e-03	1.8128990332e-03
6025	1.8126935635e-03	1.8126935755e-03
6026	1.8124882336e-03	1.8124882360e-03
6027	1.8122830193e-03	1.8122830132e-03
6028	1.8120779161e-03	1.8120779059e-03
6029	1.8118729221e-03	1.8118729132e-03
6030	1.8116680378e-03	1.8116680347e-03
6031	1.8114632662e-03	1.8114632707e-03
6032	1.8112586112e-03	1.8112586215e-03
6033	1.8110540755e-03	1.8110540872e-03
6034	1.8108496603e-03	1.8108496677e-03
6035	1.8106453649e-03	1.8106453624e-03
6036	1.8104411866e-03	1.8104411703e-03
6037	1.8102371218e-03	1.8102370901e-03
6038	1.8100331670e-03	1.8100331206e-03
6039	1.8098293198e-03	1.8098292607e-03
6040	1.8096255789e-03	1.8096255098e-03
6041	1.8094219443e-03	1.8094218671e-03
6042	1.8092184164e-03	1.8092183326e-03
6043	1.8090149959e-03	1.8090149056e-03
6044	1.8088116786e-03	1.8088115859e-03
6045	1.8086084579e-03	1.8086083728e-03
6046	1.8084053309e-03	1.8084052657e-03
6047	1.8082022988e-03	1.8082022641e-03
6048	1.8079993660e-03	1.8079993674e-03
6049	1.8077965384e-03	1.8077965753e-03
6050	1.8075938209e-03	1.8075938872e-03
6051	1.8073912165e-03	1.8073913028e-03
6052	1.8071887252e-03	1.8071888214e-03
6053	1.8069863452e-03	1.8069864424e-03
6054	1.8067840734e-03	1.8067841652e-03
6055	1.8065819072e-03	1.8065819890e-03
6056	1.8063798447e-03	1.8063799133e-03
6057	1.8061778849e-03	1.8061779373e-03
6058	1.8059760269e-03	1.8059760606e-03
6059	1.8057742697e-03	1.8057742828e-03
6060	1.8055726110e-03	1.8055726033e-03
6061	1.8053710483e-03	1.8053710220e-03
6062	1.8051695786e-03	1.8051695382e-03
6063	1.8049681998e-03	1.8049681518e-03
6064	1.8047669109e-03	1.8047668623e-03
6065	1.8045657124e-03	1.8045656692e-03
6066	1.8043646059e-03	1.8043645719e-03
6067	1.8041635932e-03	1.8041635698e-03
6068	1.8039626759e-03	1.8039626622e-03
6069	1.8037618543e-03	1.8037618485e-03
6070	1.8035611274e-03	1.8035611278e-03
6071	1.8033604934e-03	1.8033604988e-03
6072	1.8031599500e-03	1.8031599607e-03
6073	1.8029594950e-03	1.8029595124e-03
6074	1.8027591271e-03	1.8027591534e-03
6075	1.8025588488e-03	1.8025588829e-03
6076	1.8023586626e-03	1.8023587005e-03
6077	1.8021585690e-03	1.8021586055e-03
6078	1.8019585662e-03	1.8019585967e-03
6079	1.8017586510e-03	1.8017586729e-03
6080	1.8015588203e-03	1.8015588327e-03
6081	1.8013590718e-03	1.8013590751e-03
6082	1.8011594049e-03	1.8011593992e-03
6083	1.8009598202e-03	1.8009598048e-03
6084	1.8007603189e-03	1.8007602919e-03
6085	1.8005609014e-03	1.8005608606e-03
6086	1.8003615673e-03	1.8003615110e-03
6087	1.8001623147e-03	1.8001622429e-03
6088	1.7999631411e-03	1.7999630558e-03
6089	1.7997640442e-03	1.7997639492e-03
6090	1.7995650227e-03	1.7995649224e-03
6091	1.7993660762e-03	1.7993659750e-03
6092	1.7991672057e-03	1.7991671066e-03
6093	1.7989684124e-03	1.7989683169e-03
6094	1.7987696977e-03	1.7987696059e-03
6095	1.7985710648e-03	1.7985709733e-03
6096	1.7983725128e-03	1.7983724190e-03
6097	1.7981740365e-03	1.7981739424e-03
6098	1.7979756280e-03	1.7979755431e-03
6099	1.7977772805e-03	1.7977772204e-03
6100	1.7975789919e-03	1.7975789741e-03
6101	1.7973807662e-03	1.7973808041e-03
6102	1.7971826124e-03	1.7971827105e-03
6103	1.7969845435e-03	1.7969846935e-03
6104	1.7967865732e-03	1.7967867534e-03
6105	1.7965887077e-03	1.7965888900e-03
6106	1.7963909438e-03	1.7963911028e-03
6107	1.7961932715e-03	1.7961933915e-03
6108	1.7959956784e-03	1.7959957555e-03
6109	1.7957981539e-03	1.7957981947e-03
6110	1.7956006929e-03	1.7956007088e-03
6111	1.7954032957e-03	1.7954032979e-03
6112	1.7952059665e-03	1.7952059620e-03
6113	1.7950087097e-03	1.7950087009e-03
6114	1.7948115279e-03	1.7948115141e-03
6115	1.7946144225e-03	1.7946144012e-03
6116	1.7944173913e-03	1.7944173615e-03
6117	1.7942204302e-03	1.7942203946e-03
6118	1.7940235351e-03	1.7940235001e-03
6119	1.7938267046e-03	1.7938266779e-03
6120	1.7936299403e-03	1.7936299278e-03
6121	1.7934332462e-03	1.7934332495e-03
6122	1.7932366274e-03	1.7932366430e-03
6123	1.7930400875e-03	1.7930401077e-03
6124	1.7928436258e-03	1.7928436426e-03
6125	1.7926472373e-03	1.7926472466e-03
6126	1.7924509153e-03	1.7924509183e-03
6127	1.7922546534e-03	1.7922546563e-03
6128	1.7920584481e-03	1.7920584597e-03
6129	1.7918623002e-03	1.7918623279e-03
6130	1.7916662171e-03	1.7916662606e-03
6131	1.7914702049e-03	1.7914702579e-03
6132	1.7912742658e-03	1.7912743201e-03
6133	1.7910783979e-03	1.7910784469e-03
6134	1.7908825963e-03	1.7908826381e-03
6135	1.7906868557e-03	1.7906868929e-03
6136	1.7904911730e-03	1.7904912105e-03
6137	1.7902955483e-03	1.7902955900e-03
6138	1.7900999842e-03	1.7901000307e-03
6139	1.7899044843e-03	1.7899045318e-03
6140	1.7897090508e-03	1.7897090927e-03
6141	1.7895136829e-03	1.7895137127e-03
6142	1.7893183771e-03	1.7893183914e-03
6143	1.7891231279e-03	1.7891231278e-03
6144	1.7889279301e-03	1.7889279208e-03
6145	1.7887327804e-03	1.7887327694e-03
6146	1.7885376781e-03	1.7885376723e-03
6147	1.7883426252e-03	1.7883426287e-03
6148	1.7881476246e-03	1.7881476378e-03
6149	1.7879526785e-03	1.7879526992e-03
6150	1.7877577879e-03	1.7877578124e-03
