Epoch	Loss_Value	Smoothed_Trend
79	3.4209026106e-02	3.4182841265e-02
80	3.3676137796e-02	3.3644164622e-02
81	3.3175894770e-02	3.3138617385e-02
82	3.2706702290e-02	3.2664588046e-02
83	3.2266983247e-02	3.2220495758e-02
84	3.1855198272e-02	3.1804796270e-02
85	3.1469841267e-02	3.1415985127e-02
86	3.1109459404e-02	3.1052598757e-02
87	3.0772647072e-02	3.0713216703e-02
88	3.0458042235e-02	3.0396461631e-02
89	3.0164325322e-02	3.0101000198e-02
90	2.9890233344e-02	2.9825544287e-02
91	2.9634552189e-02	2.9568851762e-02
92	2.9396104675e-02	2.9329729873e-02
93	2.9173764360e-02	2.9107035417e-02
94	2.8966457102e-02	2.8899677182e-02
95	2.8773159891e-02	2.8706612372e-02
96	2.8592897088e-02	2.8526845115e-02
97	2.8424740153e-02	2.8359428192e-02
98	2.8267811883e-02	2.8203461820e-02
99	2.8121279706e-02	2.8058091822e-02
100	2.7984357633e-02	2.7922510502e-02
101	2.7856308750e-02	2.7795954941e-02
102	2.7736439318e-02	2.7677705614e-02
103	2.7624092714e-02	2.7567085064e-02
104	2.7518651910e-02	2.7463457352e-02
105	2.7419538881e-02	2.7366228328e-02
106	2.7326213386e-02	2.7274842951e-02
107	2.7238171629e-02	2.7188783518e-02
108	2.7154944394e-02	2.7107568372e-02
109	2.7076095469e-02	2.7030749904e-02
110	2.7001220640e-02	2.6957913005e-02
111	2.6929946054e-02	2.6888673291e-02
112	2.6861925864e-02	2.6822675859e-02
113	2.6796841618e-02	2.6759593876e-02
114	2.6734400796e-02	2.6699127010e-02
115	2.6674334274e-02	2.6640999812e-02
116	2.6616396405e-02	2.6584960541e-02
117	2.6560363238e-02	2.6530779792e-02
118	2.6506030366e-02	2.6478248753e-02
119	2.6453211994e-02	2.6427177870e-02
120	2.6401740117e-02	2.6377395626e-02
121	2.6351462550e-02	2.6328747343e-02
122	2.6302242374e-02	2.6281093934e-02
123	2.6253956442e-02	2.6234310712e-02
124	2.6206493767e-02	2.6188286401e-02
125	2.6159756191e-02	2.6142922039e-02
126	2.6113657762e-02	2.6098130011e-02
127	2.6068122215e-02	2.6053833261e-02
128	2.6023081544e-02	2.6009964423e-02
129	2.5978476131e-02	2.5966464861e-02
130	2.5934253984e-02	2.5923283849e-02
131	2.5890370059e-02	2.5880377818e-02
132	2.5846785592e-02	2.5837709666e-02
133	2.5803467408e-02	2.5795248108e-02
134	2.5760387397e-02	2.5752967073e-02
135	2.5717522055e-02	2.5710845131e-02
136	2.5674851965e-02	2.5668864989e-02
137	2.5632361229e-02	2.5627013020e-02
138	2.5590037069e-02	2.5585278800e-02
139	2.5547869856e-02	2.5543654715e-02
140	2.5505852517e-02	2.5502135597e-02
141	2.5463979622e-02	2.5460718371e-02
142	2.5422247379e-02	2.5419401764e-02
143	2.5380653634e-02	2.5378186042e-02
144	2.5339197562e-02	2.5337072749e-02
145	2.5297879428e-02	2.5296064477e-02
146	2.5256700437e-02	2.5255164678e-02
147	2.5215662522e-02	2.5214377470e-02
148	2.5174768285e-02	2.5173707488e-02
149	2.5134020830e-02	2.5133159734e-02
150	2.5093423452e-02	2.5092739430e-02
151	2.5052979707e-02	2.5052451937e-02
152	2.5012693310e-02	2.5012302702e-02
153	2.4972568072e-02	2.4972297177e-02
154	2.4932607783e-02	2.4932440722e-02
155	2.4892816143e-02	2.4892738554e-02
156	2.4853196766e-02	2.4853195697e-02
157	2.4813753163e-02	2.4813816948e-02
158	2.4774488701e-02	2.4774606844e-02
159	2.4735406537e-02	2.4735569639e-02
160	2.4696509656e-02	2.4696709286e-02
161	2.4657800774e-02	2.4658029433e-02
162	2.4619282360e-02	2.4619533415e-02
163	2.4580956623e-02	2.4581224248e-02
164	2.4542825619e-02	2.4543104636e-02
165	2.4504891150e-02	2.4505176978e-02
166	2.4467154691e-02	2.4467443385e-02
167	2.4429617477e-02	2.4429905676e-02
168	2.4392280510e-02	2.4392565380e-02
169	2.4355144575e-02	2.4355423751e-02
170	2.4318210280e-02	2.4318481779e-02
171	2.4281477993e-02	2.4281740201e-02
172	2.4244947873e-02	2.4245199516e-02
173	2.4208619907e-02	2.4208859997e-02
174	2.4172493907e-02	2.4172721708e-02
175	2.4136569511e-02	2.4136784522e-02
176	2.4100846203e-02	2.4101048131e-02
177	2.4065323320e-02	2.4065512055e-02
178	2.4030000067e-02	2.4030175660e-02
179	2.3994875531e-02	2.3995038169e-02
180	2.3959948694e-02	2.3960098673e-02
181	2.3925218428e-02	2.3925356143e-02
182	2.3890683514e-02	2.3890809440e-02
183	2.3856342681e-02	2.3856457330e-02
184	2.3822194685e-02	2.3822298488e-02
185	2.3788238098e-02	2.3788331512e-02
186	2.3754471431e-02	2.3754554933e-02
187	2.3720893144e-02	2.3720967221e-02
188	2.3687501637e-02	2.3687566793e-02
189	2.3654295265e-02	2.3654352019e-02
190	2.3621272354e-02	2.3621321231e-02
191	2.3588431209e-02	2.3588472734e-02
192	2.3555770106e-02	2.3555804803e-02
193	2.3523287305e-02	2.3523315690e-02
194	2.3490981042e-02	2.3491003631e-02
195	2.3458849535e-02	2.3458866848e-02
196	2.3426891027e-02	2.3426903554e-02
197	2.3395103865e-02	2.3395111958e-02
198	2.3363486281e-02	2.3363490265e-02
199	2.3332036494e-02	2.3332036686e-02
200	2.3300752727e-02	2.3300749429e-02
201	2.3269633208e-02	2.3269626714e-02
202	2.3238676167e-02	2.3238666766e-02
203	2.3207879829e-02	2.3207867819e-02
204	2.3177242497e-02	2.3177228120e-02
205	2.3146762442e-02	2.3146745927e-02
206	2.3116437939e-02	2.3116419513e-02
207	2.3086267285e-02	2.3086247165e-02
208	2.3056248800e-02	2.3056227184e-02
209	2.3026380815e-02	2.3026357890e-02
210	2.2996661677e-02	2.2996637625e-02
211	2.2967089769e-02	2.2967064746e-02
212	2.2937663478e-02	2.2937637632e-02
213	2.2908381201e-02	2.2908354680e-02
214	2.2879241359e-02	2.2879214308e-02
215	2.2850242396e-02	2.2850214951e-02
216	2.2821382775e-02	2.2821355064e-02
217	2.2792660972e-02	2.2792633124e-02
218	2.2764075489e-02	2.2764047623e-02
219	2.2735624873e-02	2.2735597078e-02
220	2.2707307687e-02	2.2707280020e-02
221	2.2679122512e-02	2.2679095003e-02
222	2.2651067928e-02	2.2651040598e-02
223	2.2623142532e-02	2.2623115400e-02
224	2.2595344941e-02	2.2595318026e-02
225	2.2567673798e-02	2.2567647109e-02
226	2.2540127767e-02	2.2540101305e-02
227	2.2512705507e-02	2.2512679284e-02
228	2.2485405705e-02	2.2485379738e-02
229	2.2458227073e-02	2.2458201373e-02
230	2.2431168338e-02	2.2431142916e-02
231	2.2404228246e-02	2.2404203111e-02
232	2.2377405559e-02	2.2377380717e-02
233	2.2350699045e-02	2.2350674514e-02
234	2.2324107499e-02	2.2324083296e-02
235	2.2297629736e-02	2.2297605873e-02
236	2.2271264586e-02	2.2271241073e-02
237	2.2245010896e-02	2.2244987741e-02
238	2.2218867525e-02	2.2218844735e-02
239	2.2192833350e-02	2.2192810933e-02
240	2.2166907261e-02	2.2166885224e-02
241	2.2141088163e-02	2.2141066516e-02
242	2.2115374982e-02	2.2115353728e-02
243	2.2089766657e-02	2.2089745795e-02
244	2.2064262140e-02	2.2064241666e-02
245	2.2038860396e-02	2.2038840304e-02
246	2.2013560403e-02	2.2013540685e-02
247	2.1988361153e-02	2.1988341800e-02
248	2.1963261631e-02	2.1963242652e-02
249	2.1938260832e-02	2.1938242258e-02
250	2.1913357778e-02	2.1913339646e-02
251	2.1888551509e-02	2.1888533856e-02
252	2.1863841091e-02	2.1863823942e-02
253	2.1839225589e-02	2.1839208968e-02
254	2.1814704077e-02	2.1814688007e-02
255	2.1790275667e-02	2.1790260146e-02
256	2.1765939466e-02	2.1765924480e-02
257	2.1741694577e-02	2.1741680116e-02
258	2.1717540117e-02	2.1717526169e-02
259	2.1693475240e-02	2.1693461764e-02
260	2.1669499087e-02	2.1669486038e-02
261	2.1645610802e-02	2.1645598133e-02
262	2.1621809534e-02	2.1621797201e-02
263	2.1598094443e-02	2.1598082405e-02
264	2.1574464689e-02	2.1574452913e-02
265	2.1550919446e-02	2.1550907903e-02
266	2.1527457894e-02	2.1527446561e-02
267	2.1504079225e-02	2.1504068081e-02
268	2.1480782633e-02	2.1480771662e-02
269	2.1457567307e-02	2.1457556514e-02
270	2.1434432472e-02	2.1434421852e-02
271	2.1411377372e-02	2.1411366899e-02
272	2.1388401225e-02	2.1388390886e-02
273	2.1365503261e-02	2.1365493049e-02
274	2.1342682717e-02	2.1342672629e-02
275	2.1319938840e-02	2.1319928875e-02
276	2.1297270883e-02	2.1297261039e-02
277	2.1274678109e-02	2.1274668381e-02
278	2.1252159787e-02	2.1252150169e-02
279	2.1229715190e-02	2.1229705674e-02
280	2.1207343599e-02	2.1207334176e-02
281	2.1185044298e-02	2.1185034959e-02
282	2.1162816580e-02	2.1162807316e-02
283	2.1140659741e-02	2.1140650544e-02
284	2.1118573088e-02	2.1118563947e-02
285	2.1096555931e-02	2.1096546836e-02
286	2.1074607583e-02	2.1074598529e-02
287	2.1052727371e-02	2.1052718351e-02
288	2.1030914622e-02	2.1030905631e-02
289	2.1009168668e-02	2.1009159707e-02
290	2.0987488847e-02	2.0987479921e-02
291	2.0965874508e-02	2.0965865622e-02
292	2.0944324999e-02	2.0944316163e-02
293	2.0922839676e-02	2.0922830905e-02
294	2.0901417897e-02	2.0901409213e-02
295	2.0880059027e-02	2.0880050455e-02
296	2.0858762434e-02	2.0858754005e-02
297	2.0837527492e-02	2.0837519244e-02
298	2.0816353583e-02	2.0816345557e-02
299	2.0795240144e-02	2.0795232337e-02
300	2.0774186592e-02	2.0774178982e-02
301	2.0753192321e-02	2.0753184895e-02
302	2.0732256733e-02	2.0732249486e-02
303	2.0711379233e-02	2.0711372168e-02
304	2.0690559230e-02	2.0690552360e-02
305	2.0669796159e-02	2.0669789484e-02
306	2.0649089480e-02	2.0649082970e-02
307	2.0628438614e-02	2.0628432250e-02
308	2.0607842989e-02	2.0607836762e-02
309	2.0587302058e-02	2.0587295947e-02
310	2.0566815266e-02	2.0566809250e-02
311	2.0546382056e-02	2.0546376120e-02
312	2.0526001873e-02	2.0525996009e-02
313	2.0505674153e-02	2.0505668373e-02
314	2.0485398344e-02	2.0485392674e-02
315	2.0465173923e-02	2.0465168375e-02
316	2.0445000357e-02	2.0444994944e-02
317	2.0424877109e-02	2.0424871852e-02
318	2.0404803641e-02	2.0404798574e-02
319	2.0384779430e-02	2.0384774588e-02
320	2.0364804041e-02	2.0364799375e-02
321	2.0344876979e-02	2.0344872421e-02
322	2.0324997726e-02	2.0324993212e-02
323	2.0305165769e-02	2.0305161241e-02
324	2.0285380582e-02	2.0285376000e-02
325	2.0265641635e-02	2.0265636987e-02
326	2.0245948421e-02	2.0245943702e-02
327	2.0226300438e-02	2.0226295650e-02
328	2.0206697193e-02	2.0206692338e-02
329	2.0187138195e-02	2.0187133276e-02
330	2.0167622950e-02	2.0167617976e-02
331	2.0148150963e-02	2.0148145955e-02
332	2.0128721749e-02	2.0128716733e-02
333	2.0109334821e-02	2.0109329834e-02
334	2.0089989702e-02	2.0089984784e-02
335	2.0070685944e-02	2.0070681112e-02
336	2.0051423098e-02	2.0051418352e-02
337	2.0032200699e-02	2.0032196039e-02
338	2.0013018282e-02	2.0013013711e-02
339	1.9993875391e-02	1.9993870909e-02
340	1.9974771573e-02	1.9974767176e-02
341	1.9955706375e-02	1.9955702057e-02
342	1.9936679351e-02	1.9936675100e-02
343	1.9917690055e-02	1.9917685856e-02
344	1.9898738046e-02	1.9898733880e-02
345	1.9879822875e-02	1.9879818724e-02
346	1.9860944091e-02	1.9860939949e-02
347	1.9842101254e-02	1.9842097117e-02
348	1.9823293925e-02	1.9823289794e-02
349	1.9804521684e-02	1.9804517550e-02
350	1.9785784117e-02	1.9785779958e-02
351	1.9767080801e-02	1.9767076592e-02
352	1.9748411318e-02	1.9748407028e-02
353	1.9729775244e-02	1.9729770845e-02
354	1.9711172160e-02	1.9711167621e-02
355	1.9692601655e-02	1.9692596939e-02
356	1.9674063314e-02	1.9674058386e-02
357	1.9655556724e-02	1.9655551555e-02
358	1.9637081476e-02	1.9637076042e-02
359	1.9618637160e-02	1.9618631446e-02
360	1.9600223368e-02	1.9600217372e-02
361	1.9581839699e-02	1.9581833429e-02
362	1.9563485760e-02	1.9563479233e-02
363	1.9545161163e-02	1.9545154401e-02
364	1.9526865534e-02	1.9526858557e-02
365	1.9508598486e-02	1.9508591329e-02
366	1.9490359633e-02	1.9490352348e-02
367	1.9472148600e-02	1.9472141251e-02
368	1.9453965015e-02	1.9453957681e-02
369	1.9435808502e-02	1.9435801281e-02
370	1.9417678744e-02	1.9417671703e-02
371	1.9399575404e-02	1.9399568600e-02
372	1.9381498146e-02	1.9381491629e-02
373	1.9363446618e-02	1.9363440451e-02
374	1.9345420463e-02	1.9345414730e-02
375	1.9327419329e-02	1.9327414135e-02
376	1.9309442902e-02	1.9309438339e-02
377	1.9291490879e-02	1.9291487015e-02
378	1.9273563036e-02	1.9273559844e-02
379	1.9255659126e-02	1.9255656506e-02
380	1.9237778831e-02	1.9237776686e-02
381	1.9219921833e-02	1.9219920070e-02
382	1.9202087810e-02	1.9202086348e-02
383	1.9184276445e-02	1.9184275209e-02
384	1.9166487416e-02	1.9166486344e-02
385	1.9148720406e-02	1.9148719449e-02
386	1.9130975097e-02	1.9130974215e-02
387	1.9113251190e-02	1.9113250340e-02
388	1.9095548388e-02	1.9095547519e-02
389	1.9077866380e-02	1.9077865448e-02
390	1.9060204852e-02	1.9060203827e-02
391	1.9042563496e-02	1.9042562353e-02
392	1.9024942008e-02	1.9024940726e-02
393	1.9007340081e-02	1.9007338646e-02
394	1.8989757409e-02	1.8989755812e-02
395	1.8972193693e-02	1.8972191923e-02
396	1.8954648632e-02	1.8954646683e-02
397	1.8937121925e-02	1.8937119792e-02
398	1.8919613277e-02	1.8919610955e-02
399	1.8902122380e-02	1.8902119876e-02
400	1.8884648932e-02	1.8884646257e-02
401	1.8867192635e-02	1.8867189804e-02
402	1.8849753195e-02	1.8849750219e-02
403	1.8832330315e-02	1.8832327209e-02
404	1.8814923695e-02	1.8814920482e-02
405	1.8797533044e-02	1.8797529752e-02
406	1.8780158074e-02	1.8780154735e-02
407	1.8762798514e-02	1.8762795147e-02
408	1.8745454089e-02	1.8745450709e-02
409	1.8728124518e-02	1.8728121141e-02
410	1.8710809526e-02	1.8710806167e-02
411	1.8693508843e-02	1.8693505498e-02
412	1.8676222208e-02	1.8676218844e-02
413	1.8658949354e-02	1.8658945920e-02
414	1.8641690018e-02	1.8641686445e-02
415	1.8624443941e-02	1.8624440145e-02
416	1.8607210859e-02	1.8607206751e-02
417	1.8589990512e-02	1.8589985999e-02
418	1.8572782638e-02	1.8572777630e-02
419	1.8555586981e-02	1.8555581391e-02
420	1.8538403285e-02	1.8538397038e-02
421	1.8521231291e-02	1.8521224330e-02
422	1.8504070747e-02	1.8504063034e-02
423	1.8486921404e-02	1.8486912924e-02
424	1.8469783014e-02	1.8469773780e-02
425	1.8452655333e-02	1.8452645387e-02
426	1.8435538123e-02	1.8435527538e-02
427	1.8418431156e-02	1.8418420029e-02
428	1.8401334212e-02	1.8401322665e-02
429	1.8384247058e-02	1.8384235254e-02
430	1.8367169462e-02	1.8367157610e-02
431	1.8350101195e-02	1.8350089554e-02
432	1.8333042031e-02	1.8333030909e-02
433	1.8315991745e-02	1.8315981505e-02
434	1.8298950114e-02	1.8298941176e-02
435	1.8281916945e-02	1.8281909759e-02
436	1.8264892531e-02	1.8264887098e-02
437	1.8247876897e-02	1.8247873037e-02
438	1.8230869897e-02	1.8230867427e-02
439	1.8213871399e-02	1.8213870118e-02
440	1.8196881254e-02	1.8196880966e-02
441	1.8179899320e-02	1.8179899828e-02
442	1.8162925462e-02	1.8162926568e-02
443	1.8145959539e-02	1.8145961046e-02
444	1.8129001412e-02	1.8129003128e-02
445	1.8112050930e-02	1.8112052682e-02
446	1.8095107939e-02	1.8095109575e-02
447	1.8078172284e-02	1.8078173676e-02
448	1.8061243808e-02	1.8061244856e-02
449	1.8044322367e-02	1.8044322987e-02
450	1.8027407811e-02	1.8027407939e-02
451	1.8010499995e-02	1.8010499585e-02
452	1.7993598768e-02	1.7993597797e-02
453	1.7976703974e-02	1.7976702445e-02
454	1.7959815460e-02	1.7959813402e-02
455	1.7942933075e-02	1.7942930536e-02
456	1.7926056668e-02	1.7926053716e-02
457	1.7909186095e-02	1.7909182806e-02
458	1.7892321214e-02	1.7892317671e-02
459	1.7875461890e-02	1.7875458169e-02
460	1.7858607983e-02	1.7858604160e-02
461	1.7841759351e-02	1.7841755497e-02
462	1.7824915860e-02	1.7824912047e-02
463	1.7808077422e-02	1.7808073686e-02
464	1.7791243944e-02	1.7791240291e-02
465	1.7774415298e-02	1.7774411740e-02
466	1.7757591350e-02	1.7757587914e-02
467	1.7740771998e-02	1.7740768699e-02
468	1.7723957143e-02	1.7723953980e-02
469	1.7707146678e-02	1.7707143647e-02
470	1.7690340502e-02	1.7690337591e-02
471	1.7673538521e-02	1.7673535706e-02
472	1.7656740633e-02	1.7656737891e-02
473	1.7639946740e-02	1.7639944045e-02
474	1.7623156737e-02	1.7623154070e-02
475	1.7606370521e-02	1.7606367871e-02
476	1.7589587989e-02	1.7589585355e-02
477	1.7572809041e-02	1.7572806428e-02
478	1.7556033577e-02	1.7556031001e-02
479	1.7539261498e-02	1.7539258984e-02
480	1.7522492729e-02	1.7522490290e-02
481	1.7505727205e-02	1.7505724830e-02
482	1.7488964842e-02	1.7488962520e-02
483	1.7472205557e-02	1.7472203275e-02
484	1.7455449270e-02	1.7455447012e-02
485	1.7438695903e-02	1.7438693649e-02
486	1.7421945375e-02	1.7421943109e-02
487	1.7405197608e-02	1.7405195312e-02
488	1.7388452519e-02	1.7388450182e-02
489	1.7371710032e-02	1.7371707641e-02
490	1.7354970072e-02	1.7354967616e-02
491	1.7338232569e-02	1.7338230033e-02
492	1.7321497459e-02	1.7321494822e-02
493	1.7304764678e-02	1.7304761913e-02
494	1.7288034161e-02	1.7288031240e-02
495	1.7271305854e-02	1.7271302738e-02
496	1.7254579698e-02	1.7254576346e-02
497	1.7237855591e-02	1.7237852005e-02
498	1.7221133447e-02	1.7221129656e-02
499	1.7204413209e-02	1.7204409245e-02
500	1.7187694825e-02	1.7187690722e-02
501	1.7170978242e-02	1.7170974032e-02
502	1.7154263408e-02	1.7154259124e-02
503	1.7137550276e-02	1.7137545949e-02
504	1.7120838826e-02	1.7120834461e-02
505	1.7104129031e-02	1.7104124617e-02
506	1.7087420857e-02	1.7087416376e-02
507	1.7070714270e-02	1.7070709705e-02
508	1.7054009241e-02	1.7054004571e-02
509	1.7037305737e-02	1.7037300946e-02
510	1.7020603731e-02	1.7020598805e-02
511	1.7003903174e-02	1.7003898127e-02
512	1.6987203979e-02	1.6987198897e-02
513	1.6970506199e-02	1.6970501101e-02
514	1.6953809860e-02	1.6953804731e-02
515	1.6937114953e-02	1.6937109781e-02
516	1.6920421469e-02	1.6920416249e-02
517	1.6903729398e-02	1.6903724137e-02
518	1.6887038732e-02	1.6887033450e-02
519	1.6870349469e-02	1.6870344198e-02
520	1.6853661608e-02	1.6853656394e-02
521	1.6836975156e-02	1.6836970054e-02
522	1.6820290117e-02	1.6820285200e-02
523	1.6803606502e-02	1.6803601855e-02
524	1.6786924315e-02	1.6786920047e-02
525	1.6770243564e-02	1.6770239805e-02
526	1.6753564353e-02	1.6753561163e-02
527	1.6736886804e-02	1.6736884153e-02
528	1.6720210947e-02	1.6720208810e-02
529	1.6703536819e-02	1.6703535169e-02
530	1.6686864448e-02	1.6686863265e-02
531	1.6670193877e-02	1.6670193136e-02
532	1.6653525140e-02	1.6653524820e-02
533	1.6636858266e-02	1.6636858355e-02
534	1.6620193318e-02	1.6620193784e-02
535	1.6603530365e-02	1.6603531150e-02
536	1.6586869421e-02	1.6586870493e-02
537	1.6570210525e-02	1.6570211855e-02
538	1.6553553711e-02	1.6553555275e-02
539	1.6536899014e-02	1.6536900790e-02
540	1.6520246492e-02	1.6520248441e-02
541	1.6503596198e-02	1.6503598265e-02
542	1.6486948171e-02	1.6486950301e-02
543	1.6470302448e-02	1.6470304582e-02
544	1.6453659065e-02	1.6453661143e-02
545	1.6437018059e-02	1.6437020006e-02
546	1.6420379468e-02	1.6420381151e-02
547	1.6403743329e-02	1.6403744560e-02
548	1.6387109624e-02	1.6387110221e-02
549	1.6370478292e-02	1.6370478126e-02
550	1.6353849352e-02	1.6353848274e-02
551	1.6337222826e-02	1.6337220670e-02
552	1.6320598743e-02	1.6320595333e-02
553	1.6303977141e-02	1.6303972292e-02
554	1.6287358055e-02	1.6287351585e-02
555	1.6270741528e-02	1.6270733264e-02
556	1.6254127621e-02	1.6254117386e-02
557	1.6237516370e-02	1.6237504021e-02
558	1.6220907791e-02	1.6220893247e-02
559	1.6204301816e-02	1.6204285154e-02
560	1.6187698461e-02	1.6187679841e-02
561	1.6171097752e-02	1.6171077419e-02
562	1.6154499713e-02	1.6154478007e-02
563	1.6137904361e-02	1.6137881737e-02
564	1.6121311717e-02	1.6121288746e-02
565	1.6104721806e-02	1.6104699181e-02
566	1.6088134656e-02	1.6088113198e-02
567	1.6071550297e-02	1.6071530960e-02
568	1.6054968763e-02	1.6054952637e-02
569	1.6038390082e-02	1.6038378404e-02
570	1.6021814686e-02	1.6021808444e-02
571	1.6005244124e-02	1.6005242942e-02
572	1.5988678750e-02	1.5988682087e-02
573	1.5972118781e-02	1.5972126072e-02
574	1.5955564425e-02	1.5955575088e-02
575	1.5939015873e-02	1.5939029324e-02
576	1.5922473293e-02	1.5922488969e-02
577	1.5905936833e-02	1.5905954206e-02
578	1.5889406628e-02	1.5889425218e-02
579	1.5872882813e-02	1.5872902181e-02
580	1.5856365504e-02	1.5856385271e-02
581	1.5839854816e-02	1.5839874652e-02
582	1.5823350896e-02	1.5823370487e-02
583	1.5806853847e-02	1.5806872928e-02
584	1.5790363753e-02	1.5790382119e-02
585	1.5773880697e-02	1.5773898189e-02
586	1.5757404736e-02	1.5757421255e-02
587	1.5740935921e-02	1.5740951422e-02
588	1.5724474293e-02	1.5724488779e-02
589	1.5708019883e-02	1.5708033401e-02
590	1.5691572714e-02	1.5691585347e-02
591	1.5675132804e-02	1.5675144655e-02
592	1.5658700167e-02	1.5658711346e-02
593	1.5642274805e-02	1.5642285421e-02
594	1.5625856715e-02	1.5625866860e-02
595	1.5609445872e-02	1.5609455622e-02
596	1.5593042258e-02	1.5593051652e-02
597	1.5576645851e-02	1.5576654924e-02
598	1.5560256624e-02	1.5560265408e-02
599	1.5543874543e-02	1.5543883072e-02
600	1.5527499576e-02	1.5527507877e-02
601	1.5511131698e-02	1.5511139782e-02
602	1.5494770866e-02	1.5494778740e-02
603	1.5478417019e-02	1.5478424702e-02
604	1.5462070096e-02	1.5462077613e-02
605	1.5445730031e-02	1.5445737417e-02
606	1.5429396752e-02	1.5429404051e-02
607	1.5413070180e-02	1.5413077447e-02
608	1.5396750230e-02	1.5396757533e-02
609	1.5380436836e-02	1.5380444232e-02
610	1.5364129921e-02	1.5364137461e-02
611	1.5347829395e-02	1.5347837134e-02
612	1.5331535155e-02	1.5331543158e-02
613	1.5315247072e-02	1.5315255430e-02
614	1.5298965042e-02	1.5298973842e-02
615	1.5282688953e-02	1.5282698281e-02
616	1.5266418710e-02	1.5266428619e-02
617	1.5250154191e-02	1.5250164720e-02
618	1.5233895267e-02	1.5233906442e-02
619	1.5217641792e-02	1.5217653640e-02
620	1.5201393655e-02	1.5201406162e-02
621	1.5185150828e-02	1.5185163852e-02
622	1.5168913174e-02	1.5168926548e-02
623	1.5152680536e-02	1.5152694081e-02
624	1.5136452742e-02	1.5136466278e-02
625	1.5120229612e-02	1.5120242958e-02
626	1.5104010939e-02	1.5104023933e-02
627	1.5087796520e-02	1.5087809011e-02
628	1.5071586110e-02	1.5071597992e-02
629	1.5055379390e-02	1.5055390666e-02
630	1.5039176101e-02	1.5039186819e-02
631	1.5022975986e-02	1.5022986228e-02
632	1.5006778792e-02	1.5006788660e-02
633	1.4990584245e-02	1.4990593875e-02
634	1.4974392068e-02	1.4974401621e-02
